Reaction id	Reaction name	stoichiometry	Genes
rxn01331_c0	D_erythrose_4_phosphate_NAD_plus__oxidoreductase_c0	cpd00003_c0 + cpd00001_c0 + cpd00236_c0 --> cpd00004_c0 + cpd02147_c0 + 2.0 cpd00067_c0	6666666.378008.peg.1514;
rxn00671_c0	2_Methyl_3_oxopropanoate_NAD_plus__oxidoreductase_CoA_propanoylating_c0	cpd00003_c0 + cpd00287_c0 + cpd00010_c0 <=> cpd00086_c0 + cpd00004_c0 + cpd00011_c0	
rxn11268_c0	phosphate_ABC_transporter_permease_protein_c0	cpd00012_c0 + cpd00067_c0 --> cpd00012_e0 + cpd00067_e0	6666666.378008.peg.3444;
rxn00710_c0	orotidine_5_phosphate_carboxy_lyase_UMP_forming_c0	cpd00810_c0 + cpd00067_c0 --> cpd00011_c0 + cpd00091_c0	6666666.378008.peg.1383;
rxn00470_c0	L_ornithine_carboxy_lyase_putrescine_forming_c0	cpd00064_c0 + cpd00067_c0 --> cpd00011_c0 + cpd00118_c0	6666666.378008.peg.1408;
rxn08817_c0	Lysophospholipase_L2_2_acylglycerophosphotidate__n_C12_0_c0	cpd15350_c0 + cpd00001_c0 <=> cpd01741_c0 + cpd00080_c0 + 2.0 cpd00067_c0	6666666.378008.peg.741;
rxn00910_c0	5_methyltetrahydrofolate_NADP_plus__oxidoreductase_c0	cpd00006_c0 + cpd00345_c0 <=> cpd00005_c0 + cpd00125_c0 + cpd00067_c0	6666666.378008.peg.3939;6666666.378008.peg.2782;
rxn01297_c0	hypoxanthine_NAD_plus__oxidoreductase_c0	cpd00003_c0 + cpd00001_c0 + cpd00226_c0 <=> cpd00004_c0 + cpd00309_c0 + cpd00067_c0	
rxn05459_c0	stearyl_ACP_acyl_carrier_protein_transferase_c0	cpd11573_c0 + cpd00067_c0 + cpd00010_c0 <=> cpd00327_c0 + cpd11493_c0	6666666.378008.peg.1192;
rxn05453_c0	13_methyl_tetra_decanoyl_ACP_acyl_carrier_protein_transferase_c0	cpd00010_c0 + 2.0 cpd00067_c0 + cpd11540_c0 <=> cpd11437_c0 + cpd11493_c0	6666666.378008.peg.1192;
rxn01682_c0	1S_2R_1_C_indol_3_ylglycerol_3_phosphate_D_glyceraldehyde_3_phosphate_lyase_c0	cpd02210_c0 <=> cpd00102_c0 + cpd00359_c0	6666666.378008.peg.824;6666666.378008.peg.761;6666666.378008.peg.4210;
rxn08796_c0	Lysophospholipase_L1_2_acylglycerophosphotidate__n_C12_0_periplasm_c0	cpd15325_c0 + cpd00001_c0 <=> cpd01741_c0 + cpd00080_c0 + cpd00067_c0	6666666.378008.peg.741;
rxn03142_c0	cis_2_Chloro_4_carboxymethylenebut_2_en_1_4_olide_cis_trans_isomerase_c0	cpd02864_c0 <=> cpd02880_c0	6666666.378008.peg.64;6666666.378008.peg.1964;
rxn03181_c0	ATP_2_3_2_3_tetrakis3_hydroxytetradecanoyl_D_glucosaminyl_beta_D_1_6_glucosaminyl_alpha_phosphate_4_O_phosphotransferase_c0	cpd00002_c0 + cpd03002_c0 <=> cpd00008_c0 + cpd00067_c0 + cpd02993_c0	6666666.378008.peg.1606;
rxn02331_c0	phosphoenolpyruvate_D_arabinose_5_phosphate_C_1_carboxyvinyltransferase_phosphate_hydrolysing__2_carboxy_2_oxoethyl_forming_c0	cpd00061_c0 + cpd00817_c0 + cpd00001_c0 --> cpd02730_c0 + cpd00009_c0	6666666.378008.peg.931;
rxn06493_c0	dihydrolipoylprotein_NAD_plus__oxidoreductase_c0	cpd12225_c0 + cpd00003_c0 <=> cpd00067_c0 + cpd12005_c0 + cpd00004_c0	6666666.378008.peg.1500;6666666.378008.peg.1498;6666666.378008.peg.1499;
rxn10214_c0	isoheptadecanoyl_1_acylglycerol_3_phosphate_O_acyltransferase_c0	cpd15671_c0 + cpd11432_c0 --> cpd00010_c0 + cpd00067_c0 + cpd15677_c0	
rxn12846_c0	Gly_Phe_aminopeptidase_c0	cpd00001_c0 + cpd15605_c0 <=> cpd00066_c0 + cpd00033_c0	6666666.378008.peg.1300;6666666.378008.peg.2861;6666666.378008.peg.2303;6666666.378008.peg.157;6666666.378008.peg.1363;
rxn00337_c0	ATP_L_aspartate_4_phosphotransferase_c0	cpd00041_c0 + cpd00002_c0 <=> cpd00008_c0 + cpd01977_c0	6666666.378008.peg.2839;6666666.378008.peg.2030;6666666.378008.peg.4035;
rxn08308_c0	CDP_diacylglycerol_synthetase_n_C14_1_c0	cpd15523_c0 + cpd00052_c0 <=> cpd00012_c0 + cpd15422_c0 + cpd00067_c0	
rxn00208_c0	Pyridoxamine_5_phosphate_oxygen_oxidoreductase_deaminating_c0	cpd00007_c0 + cpd00001_c0 + cpd00493_c0 --> cpd00013_c0 + cpd00025_c0 + cpd00016_c0	
rxn08823_c0	Lysophospholipase_L2_2_acylglycerophosphotidate__n_C18_1_c0	cpd15357_c0 + cpd00001_c0 <=> cpd15269_c0 + cpd00080_c0 + 2.0 cpd00067_c0	6666666.378008.peg.741;
rxn05031_c0	prephytoene_diphosphate_geranylgeranyl_diphosphate_geranylgeranyltransferase_c0	cpd02168_c0 --> cpd00012_c0 + cpd00067_c0 + cpd03205_c0	6666666.378008.peg.1388;6666666.378008.peg.2230;
rxn05434_c0	6_methyl_trans_oct_2_enoyl_ACP_NAD_plus__oxidoreductase_A_specific_c0	cpd11502_c0 + cpd00004_c0 + cpd00067_c0 --> cpd11503_c0 + cpd00003_c0	6666666.378008.peg.1675;6666666.378008.peg.557;6666666.378008.peg.3316;6666666.378008.peg.1473;
rxn05346_c0	butyryl_acyl_carrier_protein_malonyl_acyl_carrier_protein_C_acyltransferase_decarboxylating_c0	cpd11492_c0 + cpd11464_c0 --> cpd11486_c0 + cpd00011_c0 + cpd11493_c0	6666666.378008.peg.3755;6666666.378008.peg.2887;6666666.378008.peg.3318;6666666.378008.peg.2008;6666666.378008.peg.1198;6666666.378008.peg.957;6666666.378008.peg.4759;
rxn07680_c0	R07890_c0	cpd15045_c0 + cpd00003_c0 <=> cpd00067_c0 + cpd15046_c0 + cpd00004_c0	6666666.378008.peg.4118;
rxn03248_c0	Hexanoyl_CoA_acetyl_CoA_C_acyltransferase_c0	cpd00022_c0 + cpd03124_c0 <=> cpd03121_c0 + cpd00010_c0	
rxn05516_c0	Cadmium_translocating_P_type_ATPase_c0	cpd00002_c0 + cpd00001_c0 + cpd01012_c0 --> cpd01012_e0 + cpd00008_c0 + cpd00009_c0 + cpd00067_c0	6666666.378008.peg.3062;6666666.378008.peg.2594;
rxn05733_c0	O3_acetyl_L_serine_thiosulfate_2_amino_2_carboxyethyltransferase_reducing__L_cysteine_forming_c0	cpd00722_c0 + cpd00268_c0 + cpd11421_c0 --> cpd00084_c0 + cpd11420_c0 + cpd00029_c0 + cpd00081_c0 + cpd00067_c0	6666666.378008.peg.3575;6666666.378008.peg.587;
rxn00416_c0	L_aspartate_L_glutamine_amido_ligase_AMP_forming_c0	cpd00053_c0 + cpd00001_c0 + cpd00041_c0 + cpd00002_c0 --> cpd00132_c0 + cpd00023_c0 + cpd00018_c0 + cpd00012_c0 + 2.0 cpd00067_c0	
rxn09206_c0	Phosphatidylserine_syntase_n_C14_0_c0	cpd00054_c0 + cpd15423_c0 --> cpd00046_c0 + cpd15553_c0 + 2.0 cpd00067_c0	6666666.378008.peg.310;
rxn02376_c0	R03316_c0	cpd03189_c0 + cpd00213_c0 <=> cpd00056_c0 + cpd00860_c0	
rxn09209_c0	Phosphatidylserine_syntase_n_C16_1_c0	cpd00054_c0 + cpd15418_c0 --> cpd00046_c0 + cpd15556_c0 + 2.0 cpd00067_c0	6666666.378008.peg.310;
rxn12512_c0	R_4_Phosphopantothenate_L_cysteine_ligase_c0	cpd00084_c0 + cpd00002_c0 + cpd02201_c0 --> cpd00018_c0 + cpd00012_c0 + 2.0 cpd00067_c0 + cpd02666_c0	6666666.378008.peg.2218;
rxn08669_c0	Glycerophosphodiester_phosphodiesterase_c0	cpd00001_c0 + cpd02090_c0 --> cpd00067_c0 + cpd00080_c0 + cpd00100_c0	6666666.378008.peg.3131;
rxn00902_c0	acetyl_CoA_3_methyl_2_oxobutanoate_C_acetyltransferase_thioester_hydrolysing__carboxymethyl_forming_c0	cpd00001_c0 + cpd00123_c0 + cpd00022_c0 --> cpd00010_c0 + cpd01646_c0 + cpd00067_c0	6666666.378008.peg.4647;
rxn00658_c0	N_Acetyl_beta_alanine_amidohydrolase_c0	cpd00788_c0 + cpd00001_c0 <=> cpd00029_c0 + cpd00085_c0	
rxn06672_c0	biotin_carboxyl_carrier_protein_carbon_dioxide_ligase_ADP_forming_c0	cpd00002_c0 + cpd12848_c0 + cpd00242_c0 <=> cpd12543_c0 + cpd00008_c0 + cpd00009_c0 + cpd00067_c0	6666666.378008.peg.2311;6666666.378008.peg.2310;
rxn02961_c0	CTP_ethanolamine_phosphate_cytidylyltransferase_c0	cpd00052_c0 + cpd02233_c0 <=> cpd00012_c0 + cpd00067_c0 + cpd03379_c0	6666666.378008.peg.3761;
rxn00649_c0	O3_acetyl_L_serine_hydrogen_sulfide_2_amino_2_carboxyethyltransferase_c0	cpd00239_c0 + cpd00722_c0 --> cpd00084_c0 + cpd00029_c0	6666666.378008.peg.3575;6666666.378008.peg.587;
rxn01268_c0	Prephenate_NAD_plus__oxidoreductasedecarboxylating_c0	cpd00219_c0 + cpd00003_c0 --> cpd00011_c0 + cpd00868_c0 + cpd00004_c0	
rxn00361_c0	ATP_adenylylsulfate_3_phosphotransferase_c0	cpd00193_c0 + cpd00002_c0 <=> cpd00044_c0 + cpd00008_c0 + cpd00067_c0	6666666.378008.peg.939;
rxn07434_c0	R07603_c0	cpd00067_c0 + cpd00508_c0 + cpd00056_c0 --> cpd00011_c0 + cpd14702_c0	6666666.378008.peg.4095;6666666.378008.peg.4096;
rxn01974_c0	LL_2_6_Diaminoheptanedioate_2_epimerase_c0	cpd00504_c0 <=> cpd00516_c0	6666666.378008.peg.1589;
rxn12641_c0	RXN0_6977c_c0	cpd11585_c0 + cpd00001_c0 <=> cpd00033_c0 + cpd00035_c0	
rxn00068_c0	Fe2_plus__NAD_plus__oxidoreductase_c0	cpd00067_c0 + 2.0 cpd10515_c0 + cpd00003_c0 <=> 2.0 cpd10516_c0 + cpd00004_c0	
rxn00568_c0	NIRBD_RXNc_c0	3.0 cpd00004_c0 + cpd00075_c0 + 5.0 cpd00067_c0 --> cpd00013_c0 + 2.0 cpd00001_c0 + 3.0 cpd00003_c0	6666666.378008.peg.4531;
rxn08971_c0	NADH_dehydrogenase_menaquinone_8__0_protons_c0	cpd00067_c0 + cpd00004_c0 + cpd15500_c0 --> cpd15499_c0 + cpd00003_c0	
rxn01635_c0	1_Pyrroline_4_hydroxy_2_carboxylate_aminohydrolase_decyclizing_c0	cpd00340_c0 + cpd00013_c0 --> cpd00001_c0 + cpd02626_c0 + cpd00067_c0	6666666.378008.peg.1106;
rxn03057_c0	5_Methylthio_5_deoxy_D_ribose_1_phosphate_ketol_isomerase_c0	cpd02574_c0 <=> cpd02791_c0	
