Reaction id	Reaction name	stoichiometry	Genes
rxn02000_c0	dTDP_4_dehydro_6_deoxy_D_glucose_3_5_epimerase_c0	cpd00521_c0 <=> cpd00522_c0	6666666.293523.peg.1703;
rxn03239_c0	S_3_Hydroxyhexadecanoyl_CoA_NAD_plus__oxidoreductase_c0	cpd00003_c0 + cpd03113_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd03114_c0	6666666.293523.peg.3810;6666666.293523.peg.3980;
rxn03120_c0	UDP_apiose_apigenin_7_O_beta_D_glucoside_2_O_beta_D_apiofuranosyltransferase_c0	cpd01140_c0 + cpd02807_c0 --> cpd00014_c0 + cpd02952_c0	6666666.293523.peg.4239;
rxn11962_c0	R02670_c0	4.0 cpd00007_c0 + 2.0 cpd00483_c0 <=> 2.0 cpd00025_c0 + 2.0 cpd00067_c0 + 2.0 cpd00532_c0 + cpd03351_c0	6666666.293523.peg.1728;
rxn00322_c0	L_lysine_carboxy_lyase_cadaverine_forming_c0	cpd00039_c0 + cpd00067_c0 --> cpd00011_c0 + cpd01155_c0	6666666.293523.peg.2244;
rxn05457_c0	Acyl_carrier_protein_acetyltransferase_c0	cpd00010_c0 + cpd11466_c0 <=> cpd01695_c0 + cpd11493_c0	6666666.293523.peg.1925;6666666.293523.peg.2753;
rxn04271_c0	trans_2_Methyl_5_isopropylhexa_2_5_dienal_dehydrogenase_c0	cpd00001_c0 + cpd00003_c0 + cpd08739_c0 <=> cpd00004_c0 + 2.0 cpd00067_c0 + cpd08740_c0	6666666.293523.peg.3840;
rxn13783_c0	DNA_replication_c0	 --> cpd17042_c0	
rxn10118_c0	hydrogenase_ubiquinone_8__2_protons_periplasm_c0	2.0 cpd00067_c0 + cpd11640_c0 + cpd15560_c0 --> 2.0 cpd00067_e0 + cpd15561_c0	6666666.293523.peg.2911;6666666.293523.peg.4042;6666666.293523.peg.2913;6666666.293523.peg.2910;6666666.293523.peg.4041;6666666.293523.peg.2912;
rxn05392_c0	7_methyl_octanoyl_ACP_malonyl_acyl_carrier_protein_C_acyltransferase_decarboxylating_c0	cpd11492_c0 + cpd11528_c0 --> cpd00011_c0 + cpd11493_c0 + cpd11529_c0	6666666.293523.peg.1561;6666666.293523.peg.4031;6666666.293523.peg.1196;6666666.293523.peg.2747;6666666.293523.peg.1926;6666666.293523.peg.3938;
rxn04070_c0	pyridoxine_5_phosphate_synthase_c0	cpd08289_c0 + cpd08449_c0 --> 2.0 cpd00001_c0 + cpd00009_c0 + cpd00067_c0 + cpd00478_c0	6666666.293523.peg.1541;
rxn00199_c0	oxalosuccinate_carboxy_lyase_2_oxoglutarate_forming_c0	cpd00067_c0 + cpd03187_c0 --> cpd00011_c0 + cpd00024_c0	6666666.293523.peg.1355;
rxn03433_c0	S_3_Hydroxyisobutyryl_CoA_hydrolase_c0	cpd00001_c0 + cpd03572_c0 --> cpd00010_c0 + cpd00067_c0 + cpd00876_c0	6666666.293523.peg.1465;
rxn10231_c0	isohexadecanoyl_CDPdiacylglycerol_serine_O_phosphatidyltransferase_c0	cpd00054_c0 + cpd15688_c0 --> cpd00046_c0 + 2.0 cpd00067_c0 + cpd15694_c0	6666666.293523.peg.4121;
rxn12637_c0	RXN0_6987c_c0	cpd00001_c0 + cpd11589_c0 <=> cpd00033_c0 + cpd00041_c0	6666666.293523.peg.3902;6666666.293523.peg.2459;6666666.293523.peg.3720;6666666.293523.peg.1388;6666666.293523.peg.2222;
rxn03046_c0	ATP_guanidinoethyyl_methyl_phosphate_phosphotransferase_c0	cpd00002_c0 + cpd02519_c0 <=> cpd00008_c0 + cpd00067_c0 + cpd02744_c0	6666666.293523.peg.3913;
rxn09240_c0	Sulfate_adenyltransferase_c0	cpd00001_c0 + cpd00002_c0 + cpd00038_c0 + cpd00048_c0 --> cpd00009_c0 + cpd00012_c0 + cpd00031_c0 + cpd00067_c0 + cpd00193_c0	6666666.293523.peg.3087;6666666.293523.peg.1178;6666666.293523.peg.1179;6666666.293523.peg.3088;
rxn01219_c0	ATP_dCMP_phosphotransferase_c0	cpd00002_c0 + cpd00067_c0 + cpd00206_c0 <=> cpd00008_c0 + cpd00533_c0	6666666.293523.peg.407;
rxn00519_c0	ITP_oxaloacetate_carboxy_lyase_adding_ITP_phosphoenolpyruvate_forming_c0	cpd00032_c0 + cpd00068_c0 <=> cpd00011_c0 + cpd00061_c0 + cpd00090_c0	6666666.293523.peg.4301;
rxn00258_c0	Malonyl_CoA_pyruvate_carboxytransferase_c0	cpd00020_c0 + cpd00070_c0 <-- cpd00022_c0 + cpd00032_c0	6666666.293523.peg.783;
rxn00800_c0	N6_1_2_dicarboxyethylAMP_AMP_lyase_fumarate_forming_c0	cpd02375_c0 <=> cpd00018_c0 + cpd00106_c0	6666666.293523.peg.1266;
rxn09177_c0	R_4_Phosphopantothenate_L_cysteine_ligase_c0	cpd00052_c0 + cpd00084_c0 + cpd02201_c0 --> cpd00012_c0 + cpd00046_c0 + 2.0 cpd00067_c0 + cpd02666_c0	6666666.293523.peg.4301;
rxn00211_c0	UDP_glucose_NAD_plus__6_oxidoreductase_c0	cpd00001_c0 + 2.0 cpd00003_c0 + cpd00026_c0 --> 2.0 cpd00004_c0 + 3.0 cpd00067_c0 + cpd00144_c0	6666666.293523.peg.2965;6666666.293523.peg.2788;
rxn00179_c0	ATP_L_glutamate_5_phosphotransferase_c0	cpd00002_c0 + cpd00023_c0 <=> cpd00008_c0 + cpd02097_c0	6666666.293523.peg.848;
rxn02945_c0	prephytoene_diphosphate_geranylgeranyl_diphosphate_geranylgeranyltransferase_c0	cpd02168_c0 --> cpd00012_c0 + cpd00067_c0 + cpd03211_c0	6666666.293523.peg.386;6666666.293523.peg.2204;6666666.293523.peg.2206;6666666.293523.peg.2205;
rxn01210_c0	10_Formyltetrahydrofolate_L_glutamate_ligase_ADP_forming_c0	cpd00002_c0 + cpd00023_c0 + cpd00201_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd03524_c0	6666666.293523.peg.1512;
rxn00730_c0	Malonyl_CoA_anthranilate_N_malonyltransferase_c0	cpd00070_c0 + cpd00093_c0 <=> cpd00010_c0 + cpd02014_c0	6666666.293523.peg.3409;
rxn00192_c0	acetyl_CoA_L_glutamate_N_acetyltransferase_c0	cpd00022_c0 + cpd00023_c0 --> cpd00010_c0 + cpd00067_c0 + cpd00477_c0	6666666.293523.peg.3522;
rxn01218_c0	2_Deoxycytidine_5_monophosphate_phosphohydrolase_c0	cpd00001_c0 + cpd00206_c0 --> cpd00009_c0 + cpd00654_c0	6666666.293523.peg.1377;6666666.293523.peg.854;
rxn05367_c0	6_methyl_octanoyl_ACP_malonyl_acyl_carrier_protein_C_acyltransferase_decarboxylating_c0	cpd11492_c0 + cpd11503_c0 --> cpd00011_c0 + cpd11493_c0 + cpd11504_c0	6666666.293523.peg.1196;6666666.293523.peg.4031;6666666.293523.peg.1561;6666666.293523.peg.2747;6666666.293523.peg.1926;6666666.293523.peg.3938;
rxn03456_c0	cyclohexane_1_2_dione_acylhydrolase_decyclizing_c0	cpd00067_c0 + cpd03640_c0 <=> cpd00001_c0 + cpd03643_c0	6666666.293523.peg.1456;
rxn03360_c0	5_Hydroxykynurenamine_decarboxy_lyase_c0	cpd00011_c0 + cpd03349_c0 <=> cpd00067_c0 + cpd03362_c0	6666666.293523.peg.2318;6666666.293523.peg.1656;
rxn00509_c0	Succinate_semialdehyde_NADP_plus__oxidoreductase_c0	cpd00001_c0 + cpd00006_c0 + cpd00199_c0 --> cpd00005_c0 + cpd00036_c0 + 2.0 cpd00067_c0	6666666.293523.peg.2631;
rxn02898_c0	O_Succinylbenzoyl_CoA_1_4_dihydroxy_2_naphthoate_lyase_c0	cpd02021_c0 --> cpd00010_c0 + cpd02295_c0	6666666.293523.peg.1467;
rxn05654_c0	Transport_of_succinate__extracellular_c0	cpd00036_e0 + cpd00067_e0 <=> cpd00036_c0 + cpd00067_c0	6666666.293523.peg.3763;
rxn00545_c0	ATP_D_fructose_6_phosphate_1_phosphotransferase_c0	cpd00002_c0 + cpd00072_c0 --> cpd00008_c0 + cpd00067_c0 + cpd00290_c0	6666666.293523.peg.1217;
rxn08807_c0	Lysophospholipase_L1_2_acylglycerophosphoethanolamine__n_C16_1_periplasm_c0	cpd00001_c0 + cpd15317_c0 <=> cpd00067_c0 + cpd00908_c0 + cpd15237_c0	6666666.293523.peg.4211;
rxn00501_c0	3_Oxopropanoate_NAD_plus__oxidoreductase_decarboxylating__CoA_acetylating_c0	cpd00003_c0 + cpd00010_c0 + cpd00191_c0 <=> cpd00004_c0 + cpd00011_c0 + cpd00022_c0	6666666.293523.peg.1454;
rxn10344_c0	Lead_Pb_plus_2_ABC_transporter_c0	cpd00001_c0 + cpd00002_c0 + cpd04097_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd04097_e0	6666666.293523.peg.121;6666666.293523.peg.3019;6666666.293523.peg.173;6666666.293523.peg.2344;6666666.293523.peg.3433;6666666.293523.peg.3307;6666666.293523.peg.50;
rxn01547_c0	Guanosine_aminohydrolase_c0	cpd00001_c0 + cpd00067_c0 + cpd00311_c0 <=> cpd00013_c0 + cpd01217_c0	6666666.293523.peg.1321;
rxn02320_c0	5_Amino_2_oxopentanoate_2_oxoglutarate_aminotransferase_c0	cpd00024_c0 + cpd00807_c0 <=> cpd00023_c0 + cpd00930_c0	6666666.293523.peg.1093;
rxn03384_c0	Uroporphyrinogen_I_carboxy_lyase_c0	4.0 cpd00067_c0 + cpd03414_c0 <=> 4.0 cpd00011_c0 + cpd03416_c0	6666666.293523.peg.2720;
rxn01405_c0	Spermidine_putrescine_4_aminobutyltransferase_propane_1_3_diamine_forming_c0	cpd00118_c0 + cpd00264_c0 <=> cpd00726_c0 + cpd03802_c0	6666666.293523.peg.3345;
rxn02504_c0	2_amino_4_hydroxy_6_D_erythro_1_2_3_trihydroxypropyl_7_8_dihydropteridine_glycolaldehyde_lyase_c0	cpd02961_c0 --> cpd00229_c0 + cpd00954_c0	6666666.293523.peg.1514;
rxn04996_c0	dimethyallyl_diphosphate_NADP_plus__oxidoreductase_c0	cpd00005_c0 + cpd00067_c0 + cpd08615_c0 --> cpd00001_c0 + cpd00006_c0 + cpd00202_c0	6666666.293523.peg.1063;
rxn00262_c0	L_Aspartic_acid_oxygen_oxidoreductase_deaminating_c0	cpd00001_c0 + cpd00007_c0 + cpd00041_c0 --> cpd00013_c0 + cpd00025_c0 + cpd00032_c0	6666666.293523.peg.786;
rxn05404_c0	13_methyl_tetra_decanoyl_ACP_malonyl_acyl_carrier_protein_C_acyltransferase_decarboxylating_c0	cpd11492_c0 + cpd11540_c0 --> cpd00011_c0 + cpd11493_c0 + cpd11541_c0	6666666.293523.peg.1561;6666666.293523.peg.4031;6666666.293523.peg.1196;6666666.293523.peg.2747;6666666.293523.peg.1926;6666666.293523.peg.3938;
rxn02796_c0	chenodeoxycholoyltaurine_amidohydrolase_c0	cpd00001_c0 + cpd03246_c0 <=> cpd00210_c0 + cpd01663_c0	6666666.293523.peg.1233;6666666.293523.peg.2005;
rxn10262_c0	isopentadecanoyl_CDPdiacylglycerol_sn_glycerol_3_phosphate_3_phosphatidyltransferase_c0	cpd00080_c0 + cpd15686_c0 <=> cpd00046_c0 + cpd15719_c0	6666666.293523.peg.701;6666666.293523.peg.3910;
rxn10126_c0	succinate_dehyrdogenase_c0	cpd00982_c0 + cpd15560_c0 --> cpd00015_c0 + cpd00067_c0 + cpd15561_c0	6666666.293523.peg.3836;6666666.293523.peg.3835;6666666.293523.peg.3838;6666666.293523.peg.3837;
rxn10209_c0	anteisopentadecanoyl_glycerol_3_phosphate_O_acyltransferase_c0	cpd00080_c0 + cpd11439_c0 --> cpd00010_c0 + cpd15675_c0	6666666.293523.peg.3939;6666666.293523.peg.4185;
rxn04048_c0	cobalt_precorrin_4_methyltransferase_c0	cpd00017_c0 + cpd08370_c0 <=> cpd00019_c0 + cpd00067_c0 + cpd08371_c0	6666666.293523.peg.3729;
rxn08084_c0	1_tetradecanoyl_sn_glycerol_3_phosphate_O_acyltransferase_n_C14_0_c0	cpd00067_c0 + cpd11466_c0 + cpd15331_c0 --> cpd11493_c0 + cpd15522_c0	6666666.293523.peg.3882;6666666.293523.peg.751;
rxn10225_c0	isohexadecanoyl_phosphatidate_cytidylyltransferase_c0	cpd00052_c0 + cpd15682_c0 <=> cpd00012_c0 + cpd00067_c0 + cpd15688_c0	6666666.293523.peg.3752;
rxn01486_c0	trans_trans_Farnesyl_diphosphate_isopentenyl_diphosphate_farnesyltranstransferase_c0	cpd00113_c0 + cpd00350_c0 --> cpd00012_c0 + cpd00067_c0 + cpd00289_c0	6666666.293523.peg.2205;6666666.293523.peg.2204;6666666.293523.peg.2206;6666666.293523.peg.386;
rxn00898_c0	2_3_Dihydroxy_3_methylbutanoate_hydro_lyase_c0	cpd02498_c0 --> cpd00001_c0 + cpd00123_c0	6666666.293523.peg.707;
rxn05444_c0	15_methyl_trans_hexa_dec_2_enoyl_ACP_NAD_plus__oxidoreductase_A_specific_c0	cpd00004_c0 + cpd00067_c0 + cpd11543_c0 --> cpd00003_c0 + cpd11544_c0	6666666.293523.peg.2894;6666666.293523.peg.1805;
rxn10205_c0	isoheptadecanoyl_glycerol_3_phosphate_O_acyltransferase_c0	cpd00080_c0 + cpd11432_c0 --> cpd00010_c0 + cpd15671_c0	6666666.293523.peg.3939;6666666.293523.peg.4185;
rxn05040_c0	D_ribulose_5_phosphate_formate_lyase_L_3_4_dihydroxybutan_2_one_4_phosphate_forming_c0	cpd00171_c0 --> cpd00047_c0 + cpd00067_c0 + cpd11225_c0	6666666.293523.peg.3564;
rxn05400_c0	11_methyl_dodecanoyl_ACP_malonyl_acyl_carrier_protein_C_acyltransferase_decarboxylating_c0	cpd11492_c0 + cpd11536_c0 --> cpd00011_c0 + cpd11493_c0 + cpd11537_c0	6666666.293523.peg.1196;6666666.293523.peg.4031;6666666.293523.peg.1561;6666666.293523.peg.2747;6666666.293523.peg.1926;6666666.293523.peg.3938;
rxn01636_c0	N2_Acetyl_L_ornithine_L_glutamate_N_acetyltransferase_c0	cpd00023_c0 + cpd00342_c0 --> cpd00064_c0 + cpd00477_c0	6666666.293523.peg.3522;
rxn02090_c0	Creatinine_iminohydrolase_c0	cpd00001_c0 + cpd00067_c0 + cpd00585_c0 <=> cpd00013_c0 + cpd01679_c0	6666666.293523.peg.3564;
rxn08556_c0	sn_glycerol_3_phosphate_ubiquinone_8_oxidoreductase_c0	cpd00080_c0 + cpd15560_c0 --> cpd00095_c0 + cpd15561_c0	6666666.293523.peg.1037;
rxn00816_c0	Lactose_galactohydrolase_c0	cpd00001_c0 + cpd00208_c0 --> cpd00027_c0 + cpd00108_c0	6666666.293523.peg.1721;6666666.293523.peg.1477;
rxn01750_c0	CDPglucose_4_6_hydro_lyase_c0	cpd00390_c0 --> cpd00001_c0 + cpd00897_c0	6666666.293523.peg.1701;
rxn02988_c0	glycerone_phosphate_iminosuccinate_alkyltransferase_cyclizing_c0	cpd00095_c0 + cpd03470_c0 --> 2.0 cpd00001_c0 + cpd00009_c0 + cpd02333_c0	6666666.293523.peg.784;
rxn10228_c0	isotetradecanoyl_CDPdiacylglycerol_serine_O_phosphatidyltransferase_c0	cpd00054_c0 + cpd15685_c0 --> cpd00046_c0 + 2.0 cpd00067_c0 + cpd15691_c0	6666666.293523.peg.4121;
rxn05814_c0	ATP_nucleoside_phosphate_phosphotransferase_c0	cpd00002_c0 + cpd12232_c0 <=> cpd00008_c0 + cpd00354_c0	6666666.293523.peg.2744;
rxn05542_c0	oligopeptide_transporting_ATPase_c0	cpd00001_c0 + cpd00002_c0 + cpd11585_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd11585_c0	6666666.293523.peg.1379;6666666.293523.peg.1381;
rxn00539_c0	ethanolamine_ammonia_lyase_acetaldehyde_forming_c0	cpd00162_c0 --> cpd00013_c0 + cpd00071_c0	6666666.293523.peg.3337;6666666.293523.peg.1266;6666666.293523.peg.3336;
rxn00678_c0	S_2_Methyl_3_oxopropanoyl_CoA_pyruvate_carboxyltransferase_c0	cpd00020_c0 + cpd00519_c0 <=> cpd00032_c0 + cpd00086_c0	6666666.293523.peg.783;
rxn00001_c0	diphosphate_phosphohydrolase_c0	cpd00001_c0 + cpd00012_c0 --> 2.0 cpd00009_c0 + cpd00067_c0	6666666.293523.peg.2614;
rxn01331_c0	D_erythrose_4_phosphate_NAD_plus__oxidoreductase_c0	cpd00001_c0 + cpd00003_c0 + cpd00236_c0 --> cpd00004_c0 + 2.0 cpd00067_c0 + cpd02147_c0	6666666.293523.peg.2852;
rxn05545_c0	Dipeptide_transport_via_ABC_system_ala_thr_c0	cpd00001_c0 + cpd00002_c0 + cpd11582_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd11582_c0	6666666.293523.peg.1379;6666666.293523.peg.1381;
rxn00671_c0	2_Methyl_3_oxopropanoate_NAD_plus__oxidoreductase_CoA_propanoylating_c0	cpd00003_c0 + cpd00010_c0 + cpd00287_c0 <=> cpd00004_c0 + cpd00011_c0 + cpd00086_c0	6666666.293523.peg.1454;
rxn11268_c0	phosphate_ABC_transporter_permease_protein_c0	cpd00012_c0 + cpd00067_c0 --> cpd00012_e0 + cpd00067_e0	6666666.293523.peg.600;
rxn00710_c0	orotidine_5_phosphate_carboxy_lyase_UMP_forming_c0	cpd00067_c0 + cpd00810_c0 --> cpd00011_c0 + cpd00091_c0	6666666.293523.peg.2208;
rxn02305_c0	2_methyl_4_amino_5_hydroxymethylpyrimidine_diphosphate_4_methyl_5_2_phosphoethyl_thiazole_2_methyl_4_aminopyridine_5_methenyltransferase_c0	cpd02654_c0 + cpd02894_c0 --> cpd00012_c0 + cpd00793_c0	6666666.293523.peg.2843;6666666.293523.peg.2858;
rxn00470_c0	L_ornithine_carboxy_lyase_putrescine_forming_c0	cpd00064_c0 + cpd00067_c0 --> cpd00011_c0 + cpd00118_c0	6666666.293523.peg.2244;6666666.293523.peg.2878;
rxn08817_c0	Lysophospholipase_L2_2_acylglycerophosphotidate__n_C12_0_c0	cpd00001_c0 + cpd15350_c0 <=> 2.0 cpd00067_c0 + cpd00080_c0 + cpd01741_c0	6666666.293523.peg.4211;
rxn00910_c0	5_methyltetrahydrofolate_NADP_plus__oxidoreductase_c0	cpd00006_c0 + cpd00345_c0 <=> cpd00005_c0 + cpd00067_c0 + cpd00125_c0	6666666.293523.peg.2827;
rxn05541_c0	Dipeptide_transport_via_ABC_system_ala_glu_c0	cpd00001_c0 + cpd00002_c0 + cpd11586_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd11586_c0	6666666.293523.peg.1379;6666666.293523.peg.1381;
rxn01297_c0	hypoxanthine_NAD_plus__oxidoreductase_c0	cpd00001_c0 + cpd00003_c0 + cpd00226_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd00309_c0	6666666.293523.peg.4072;
rxn05459_c0	stearyl_ACP_acyl_carrier_protein_transferase_c0	cpd00010_c0 + cpd00067_c0 + cpd11573_c0 <=> cpd00327_c0 + cpd11493_c0	6666666.293523.peg.1925;6666666.293523.peg.2753;
rxn05453_c0	13_methyl_tetra_decanoyl_ACP_acyl_carrier_protein_transferase_c0	cpd00010_c0 + 2.0 cpd00067_c0 + cpd11540_c0 <=> cpd11437_c0 + cpd11493_c0	6666666.293523.peg.1925;6666666.293523.peg.2753;
rxn01682_c0	1S_2R_1_C_indol_3_ylglycerol_3_phosphate_D_glyceraldehyde_3_phosphate_lyase_c0	cpd02210_c0 <=> cpd00102_c0 + cpd00359_c0	6666666.293523.peg.4198;6666666.293523.peg.1510;6666666.293523.peg.2684;
rxn08796_c0	Lysophospholipase_L1_2_acylglycerophosphotidate__n_C12_0_periplasm_c0	cpd00001_c0 + cpd15325_c0 <=> cpd00067_c0 + cpd00080_c0 + cpd01741_c0	6666666.293523.peg.4211;
rxn03142_c0	cis_2_Chloro_4_carboxymethylenebut_2_en_1_4_olide_cis_trans_isomerase_c0	cpd02864_c0 <=> cpd02880_c0	6666666.293523.peg.1459;6666666.293523.peg.3550;
rxn03181_c0	ATP_2_3_2_3_tetrakis3_hydroxytetradecanoyl_D_glucosaminyl_beta_D_1_6_glucosaminyl_alpha_phosphate_4_O_phosphotransferase_c0	cpd00002_c0 + cpd03002_c0 <=> cpd00008_c0 + cpd00067_c0 + cpd02993_c0	6666666.293523.peg.961;
rxn02331_c0	phosphoenolpyruvate_D_arabinose_5_phosphate_C_1_carboxyvinyltransferase_phosphate_hydrolysing__2_carboxy_2_oxoethyl_forming_c0	cpd00001_c0 + cpd00061_c0 + cpd00817_c0 --> cpd00009_c0 + cpd02730_c0	6666666.293523.peg.3576;
rxn06493_c0	dihydrolipoylprotein_NAD_plus__oxidoreductase_c0	cpd00003_c0 + cpd12225_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd12005_c0	6666666.293523.peg.2592;6666666.293523.peg.2594;6666666.293523.peg.2593;
rxn10214_c0	isoheptadecanoyl_1_acylglycerol_3_phosphate_O_acyltransferase_c0	cpd11432_c0 + cpd15671_c0 --> cpd00010_c0 + cpd00067_c0 + cpd15677_c0	6666666.293523.peg.3882;6666666.293523.peg.751;
rxn12846_c0	Gly_Phe_aminopeptidase_c0	cpd00001_c0 + cpd15605_c0 <=> cpd00033_c0 + cpd00066_c0	6666666.293523.peg.3902;6666666.293523.peg.3720;6666666.293523.peg.2459;6666666.293523.peg.1388;6666666.293523.peg.2222;
rxn00337_c0	ATP_L_aspartate_4_phosphotransferase_c0	cpd00002_c0 + cpd00041_c0 <=> cpd00008_c0 + cpd01977_c0	6666666.293523.peg.3405;6666666.293523.peg.434;6666666.293523.peg.796;
rxn01231_c0	3_Sulfo_L_alanine_carboxy_lyase_taurine_forming_c0	cpd00067_c0 + cpd00395_c0 --> cpd00011_c0 + cpd00210_c0	6666666.293523.peg.2244;
rxn08308_c0	CDP_diacylglycerol_synthetase_n_C14_1_c0	cpd00052_c0 + cpd15523_c0 <=> cpd00012_c0 + cpd00067_c0 + cpd15422_c0	6666666.293523.peg.3752;
rxn00152_c0	Pyruvate_oxygen_2_oxidoreductase_phosphorylating_c0	cpd00007_c0 + cpd00009_c0 + cpd00020_c0 + cpd00067_c0 --> cpd00011_c0 + cpd00025_c0 + cpd00196_c0	6666666.293523.peg.4101;
rxn00208_c0	Pyridoxamine_5_phosphate_oxygen_oxidoreductase_deaminating_c0	cpd00001_c0 + cpd00007_c0 + cpd00493_c0 --> cpd00013_c0 + cpd00016_c0 + cpd00025_c0	6666666.293523.peg.1933;6666666.293523.peg.2579;
rxn08823_c0	Lysophospholipase_L2_2_acylglycerophosphotidate__n_C18_1_c0	cpd00001_c0 + cpd15357_c0 <=> 2.0 cpd00067_c0 + cpd00080_c0 + cpd15269_c0	6666666.293523.peg.4211;
rxn05031_c0	prephytoene_diphosphate_geranylgeranyl_diphosphate_geranylgeranyltransferase_c0	cpd02168_c0 --> cpd00012_c0 + cpd00067_c0 + cpd03205_c0	6666666.293523.peg.2205;6666666.293523.peg.2204;6666666.293523.peg.2206;6666666.293523.peg.386;
